Source,Destination,Weight
GENETICALLY MODIFIED FOOD,GERMANY,1.0
REFUGEES,FRANCE,2.0
MAGISTRATES,UNITED ARAB EMIRATES,1.0
EMBASSIES & CONSULATES,SRI LANKA,1.0
GUNSHOT WOUNDS,GERMANY,1.0
WORLD WAR II,PALESTINIAN TERRITORY OCCUPIED,1.0
ELECTRIC VEHICLES,FRANCE,1.0
STATE DEPARTMENTS & FOREIGN SERVICES,UNITED ARAB EMIRATES,11.0
EMERGING MARKETS,ASIA,7.0
REALITY TELEVISION,QATAR,1.0
TOXICOLOGY,SAUDI ARABIA,2.0
VETERANS,IRAN ISLAMIC REPUBLIC OF,3.0
FINGERPRINTING,TAMPA FL USA,1.0
OIL & GAS EXTRACTION,ATLANTIC OCEAN,1.0
FREEDOM OF SPEECH,DISTRICT OF COLUMBIA USA,1.0
PARDONS,SAUDI ARABIA,1.0
CRIME STATISTICS,LIVERPOOL ENGLAND,1.0
ECONOMIC CRISIS,UNITED STATES,20.0
POPULATION GROWTH,SAUDI ARABIA,3.0
BLOOD DERIVATIVES,KUWAIT,1.0
LETTERS & COMMENTS,UNITED KINGDOM,10.0
PAIN MANAGEMENT,SAUDI ARABIA,2.0
BORDER CONTROL,SAUDI ARABIA,2.0
HEADS OF STATE & GOVERNMENT,LATVIA,2.0
WATER SPORTS,EGYPT,6.0
AIRPORTS,KUWAIT,3.0
APPEALS,BEIRUT LEBANON,1.0
TERRITORIAL & NATIONAL BORDERS,EGYPT,10.0
CONSPIRACY,MAURITIUS,2.0
WRITERS & WRITING,TIBET,1.0
GASOLINE,SAUDI ARABIA,1.0
PROFILES & BIOGRAPHIES,FRANCE,2.0
BLOGS & MESSAGE BOARDS,TUNISIA,66.0
SPORTS INJURIES,UNITED STATES,4.0
POLYMERS,QATAR,4.0
WRITERS & WRITING,MEXICO,1.0
HEALTH DEPARTMENTS,WALES,1.0
ONCOLOGY,CROATIA,1.0
POETRY,ALGERIA,1.0
SUPREME COURTS,ISRAEL,2.0
ESPIONAGE,UNITED STATES,24.0
ILLEGAL WEAPONS,ISRAEL,7.0
RESCUE OPERATIONS,LATVIA,1.0
WAGES & SALARIES,YEMEN,10.0
SEPARATISM & SECESSION,BRAZIL,1.0
LIQUIDATIONS,UNITED STATES,2.0
GOVERNMENT BUDGETS,PAKISTAN,1.0
SICHUAN EARTHQUAKE,UNITED STATES,1.0
MERGERS & ACQUISITIONS,AFRICA,4.0
COMPUTER SCIENCE,AFRICA,1.0
GROSS DOMESTIC PRODUCT,UNITED ARAB EMIRATES,2.0
MANSLAUGHTER,CANADA,1.0
MILITARY TRAINING,AUSTRALIA,1.0
SPORTS AGENTS & PROMOTERS,SCOTLAND,4.0
BROADCAST ADVERTISING,UNITED STATES,1.0
JOINT VENTURES,BEIRUT LEBANON,1.0
MILITARY AIRCRAFT,ISRAEL,2.0
MINERAL LEASES,MIDDLE EAST,1.0
WEAPONS OF MASS DESTRUCTION,IRAN ISLAMIC REPUBLIC OF,1.0
PRIMATES,ANDALUSIA SPAIN,1.0
TSUNAMIS,UNITED STATES,1.0
DISEASES & DISORDERS,EGYPT,15.0
PERSONAL CARE SERVICES,GLASGOW SCOTLAND,1.0
UNITED NATIONS INSTITUTIONS,VIRGINIA USA,2.0
ECONOMIC DEVELOPMENT,UNITED ARAB EMIRATES,7.0
US HOUSE ELECTIONS,UNITED STATES,1.0
NATURAL RESOURCES,KUWAIT,1.0
AMBULANCE & RESCUE SERVICES,AUSTRALIA,1.0
PETROLEUM EXPORTS & IMPORTS,LIBYAN ARAB JAMAHIRIYA,1.0
GROSS DOMESTIC PRODUCT,PHILIPPINES,1.0
CREDIT CARDS,SAUDI ARABIA,4.0
AQUIFERS & WATERSHEDS,JORDAN,1.0
NATURAL GAS PIPELINES,NORTHEAST USA,1.0
TELECOMMUNICATIONS EQUIPMENT,MIDDLE EAST,1.0
SENTENCING,ANTARCTICA,1.0
PUBLIC POLICY,PALESTINIAN TERRITORY OCCUPIED,10.0
STOCK INDEXES,IRAQ,5.0
PUBLIC DEBT,EGYPT,4.0
FRUITS & VEGETABLES,SOUTH AMERICA,1.0
SPACE & AERONAUTICS AGENCIES,RUSSIAN FEDERATION,1.0
PHARMACOLOGY,UNITED ARAB EMIRATES,2.0
INVESTIGATIONS,LIBYAN ARAB JAMAHIRIYA,1.0
SURGICAL PROCEDURES,SPAIN,1.0
BED & BREAKFAST INNS,JERSEY,1.0
DESTINATIONS & ATTRACTIONS,SYRIA,1.0
COUNTIES,NORTHEAST USA,1.0
ARMIES,FALKLAND ISLANDS (MALVINAS),2.0
COMPANY EARNINGS,BRAZIL,3.0
ECONOMIC NEWS,ROMANIA,5.0
HOLDING COMPANIES,PALESTINIAN TERRITORY OCCUPIED,1.0
GLACIERS & ICEBERGS,SCOTLAND,1.0
OUTDOOR ADVERTISING,MOROCCO,2.0
INTERNATIONAL TOURISM,SAUDI ARABIA,2.0
STADIUMS & ARENAS,EGYPT,54.0
DIESEL FUEL,JORDAN,1.0
PROPERTY VACANCIES,PALESTINIAN TERRITORY OCCUPIED,1.0
US REPUBLICAN PARTY,CANADA,3.0
ECONOMIC CRISIS,JAPAN,3.0
CHILDREN,LIVERPOOL ENGLAND,1.0
US FEDERAL GOVERNMENT,TUNISIA,6.0
ENERGY DEPARTMENTS,IRAQ,26.0
WRITERS & WRITING,QUEBEC CANADA,1.0
LAW COURTS & TRIBUNALS,DUBLIN IRELAND,1.0
CEMENT MFG,SUDAN,4.0
DESERTS,LIBYAN ARAB JAMAHIRIYA,1.0
AGRICULTURE DEPARTMENTS,ALGERIA,4.0
US FEDERAL GOVERNMENT,HONG KONG,1.0
BEACHES,MELBOURNE AUSTRALIA,1.0
VOTERS & VOTING,JORDAN,4.0
SPORTS & RECREATION EVENTS,GERMANY,28.0
NATURAL GAS PRICES,CANADA,1.0
WRITERS & WRITING,SPAIN,2.0
ENERGY & UTILITY TRADE,UNITED ARAB EMIRATES,4.0
INTERNATIONAL ASSISTANCE,UNITED STATES,34.0
AIR FORCES,FRANCE,1.0
ARTS FESTIVALS & EXHIBITIONS,LONDON ENGLAND,6.0
LAW ENFORCEMENT,KARACHIPAKISTAN,1.0
JAPANESE YEN,JAPAN,1.0
MUSIC GROUPS & ARTISTS,PALESTINIAN TERRITORY OCCUPIED,1.0
ATHLETES,KOREA REPUBLIC OF,15.0
TENNIS,FRANCE,3.0
WEAPONS OF MASS DESTRUCTION,JORDAN,1.0
KEYBOARD INSTRUMENTS,ALGERIA,1.0
ELECTRIC POWER INDUSTRY,THAILAND,1.0
WINTER SPORTS,UNITED STATES,7.0
COMPANY LIQUIDATIONS & DISSOLUTIONS,UNITED STATES,2.0
STOCK EXCHANGES,THAILAND,1.0
TENNIS,GERMANY,3.0
HYPERTENSION,EGYPT,1.0
COAL INDUSTRY,QUEENSLAND AUSTRALIA,2.0
SPORTS & RECREATION,CAIRO EGYPT,1.0
ENERGY EFFICIENCY & CONSERVATION,BIRMINGHAM ENGLAND,1.0
HOUSE ARREST,MALDIVES,1.0
UNEMPLOYMENT RATES,IRAN ISLAMIC REPUBLIC OF,2.0
MILITARY HOSPITALS,GERMANY,1.0
BYELECTIONS,AFGHANISTAN,4.0
TOURISM,KOREA REPUBLIC OF,1.0
GAYS & LESBIANS,AUSTRALIA,2.0
BASKETBALL,EGYPT,2.0
LEGAL AID,UNITED STATES,1.0
EXPORT TRADE,KOREA REPUBLIC OF,2.0
REAL ESTATE,AFGHANISTAN,1.0
RESTAURANTS,BEIRUT LEBANON,1.0
RESORTS,QUEBEC CANADA,1.0
MERCHANT BANKING,EUROPE,1.0
NONGOVERNMENTAL ORGANIZATIONS,EGYPT,10.0
EMPLOYMENT SERVICES,EUROPE,1.0
GOVERNMENT TOURIST OFFICES,LONDON ENGLAND,5.0
ALTERNATIVE MEDICINE,MAURITIUS,1.0
TELEVISION PROGRAMMING,ABU DHABI UNITED ARAB EMIRATES,1.0
PETROLEUM EXPORTS & IMPORTS,QATAR,1.0
PRIME MINISTERS,FIJI,1.0
CLONING,AUSTRALIA,1.0
AIRLINES,MOROCCO,2.0
EXECUTIVE MOVES,QATAR,1.0
COMMERCE DEPARTMENTS,DUBAI UNITED ARAB EMIRATES,1.0
NARCOTICS ENFORCEMENT,ITALY,1.0
COUNTERTERRORISM,UNITED ARAB EMIRATES,3.0
TRADE DEVELOPMENT,MONGOLIA,1.0
CONFECTIONERY,LEBANON,2.0
PHARMACOLOGY,EGYPT,5.0
ECONOMIC RECOVERY,IRAN ISLAMIC REPUBLIC OF,2.0
RESIDENTIAL CARE,LONDON ENGLAND,2.0
BOMBS & EXPLOSIVES,ROME ITALY,2.0
NATIONAL DEBT,SUDAN,3.0
CRUDE OIL PRICES,COTE D'IVOIRE,2.0
SPORTS & RECREATION,DUBAI UNITED ARAB EMIRATES,26.0
EUROPEAN UNION INSTITUTIONS,MIDDLE EAST,1.0
LATE NIGHT TELEVISION,AUSTRALIA,1.0
INDUSTRY ANALYSTS,NEW ZEALAND,1.0
MUHARRAM,SAUDI ARABIA,4.0
CORPORATE GIVING,EUROPE,1.0
GENETIC SCREENING,SPAIN,1.0
MUSLIM AMERICANS,UNITED STATES,6.0
HORSE & PONY PRODUCTION,ENGLAND,1.0
RESORTS,EGYPT,52.0
BUSINESS & PROFESSIONAL ASSOCIATIONS,JAPAN,1.0
PETROLEUM & COAL PRODUCTS MFG,SAUDI ARABIA,3.0
DELAYS & POSTPONEMENTS,ETHIOPIA,1.0
SENTENCING,MOROCCO,2.0
BROKER RECOMMENDATIONS,BRAZIL,1.0
EXPORT PRICES,MIDDLE EAST,2.0
POVERTY & HOMELESSNESS,COTE D'IVOIRE,3.0
SPORTS & RECREATION FACILITIES & VENUES,UNITED ARAB EMIRATES,2.0
COLLEGES & UNIVERSITIES,MALAYSIA,2.0
PROFILES & BIOGRAPHIES,NORTHERN IRELAND,1.0
ECONOMIC RECOVERY,UNITED STATES,4.0
NONGOVERNMENTAL ORGANIZATIONS,ISRAEL,9.0
LOCAL TELEVISION STATIONS,TUNISIA,2.0
STADIUMS & ARENAS,NIGERIA,23.0
PUBLISHING,NETHERLANDS,1.0
MALICIOUS SOFTWARE,IRAN ISLAMIC REPUBLIC OF,5.0
TRAVELER SAFETY & SECURITY,RUSSIAN FEDERATION,1.0
ELECTIONS,ISRAEL,7.0
SPECIAL INVESTIGATIVE FORCES,BRAZIL,2.0
LEUKEMIA,EGYPT,1.0
CONVENTION & VISITORS BUREAUS,ISRAEL,1.0
IMMUNOLOGIC FACTORS,UNITED STATES,1.0
GROSS DOMESTIC PRODUCT,IRAN ISLAMIC REPUBLIC OF,2.0
ARMED FORCES,NAURU,1.0
TRAVEL HOSPITALITY & TOURISM,PAKISTAN,1.0
ECONOMIC NEWS,OMAN,1.0
ARTISTS & PERFORMERS,FRANCE,1.0
INFLUENZA,IRELAND,2.0
SUMMER OLYMPICS,FLORIDA USA,1.0
BURN INJURIES,IRAQ,2.0
INFANTS & TODDLERS,IRELAND,1.0
LABOR SECTOR PERFORMANCE,LATIN AMERICA,1.0
JUSTICE DEPARTMENTS,SYRIA,4.0
ENTREPRENEURSHIP,MALAYSIA,3.0
FESTIVALS,CHINA,1.0
MARKET SEGMENTATION,CANADA,2.0
DIPLOMATIC SERVICES,BEIRUT LEBANON,1.0
FORESTRY & ENVIRONMENT,SOMALIA,3.0
INTERNATIONAL ECONOMIC DEVELOPMENT,SUDAN,7.0
TRANSPORTATION LAW,BEIRUT LEBANON,2.0
SECURITIES TRADING,GULF STATES,1.0
ORGANIZED CRIME,ZIMBABWE,1.0
AIRPORTS,MONGOLIA,1.0
EMERGING MARKETS,YEMEN,6.0
EMBASSIES & CONSULATES,EUROPE,1.0
HARBORS & PORTS,SOMALIA,3.0
GLOBALIZATION,BELARUS,1.0
MANUFACTURING OUTPUT,SAUDI ARABIA,5.0
AIR FORCES,IRAN ISLAMIC REPUBLIC OF,5.0
SLEEP DISORDERS,UNITED STATES,1.0
PREGNANCY & CHILDBIRTH,YEMEN,1.0
HAZARDOUS MATERIALS TRANSPORT,OMAN,5.0
FUR & LEATHER CLOTHING,PAKISTAN,2.0
INTERNATIONAL ECONOMIC DEVELOPMENT,PAKISTAN,1.0
LABOR UNIONS,EGYPT,17.0
MUSCULOSKELETAL DISORDERS & INJURIES,AUSTRALIA,7.0
WORKING MOTHERS,DUBAI UNITED ARAB EMIRATES,2.0
REGIONAL & LOCAL GOVERNMENTS,UNITED KINGDOM,5.0
ELECTRONIC BILLING,UNITED STATES,1.0
MUSIC GENRES,CANADA,1.0
TEA,AFRICA,2.0
OIL & GAS INDUSTRY,INDIA,9.0
WEATHER,BOSNIA & HERZEGOVINA,1.0
TEXT MESSAGING,WALES,1.0
HOMICIDE,KUWAIT,2.0
INVESTIGATIONS,SOMALIA,4.0
CLINICS & OUTPATIENT SERVICES,CAIRO EGYPT,1.0
CAMPAIGNS & ELECTIONS,UGANDA,9.0
PRISONS,ALGERIA,1.0
COASTAL AREAS,EGYPT,4.0
ELECTRIC VEHICLES,UNITED STATES,2.0
CLERGY & RELIGIOUS,LIVERPOOL ENGLAND,1.0
PRESCRIPTION DRUGS,PHILIPPINES,2.0
HOMELESSNESS,IRAQ,6.0
GROCERY STORES & SUPERMARKETS,AUSTRALIA,3.0
OIL & GAS INDUSTRY,UNITED KINGDOM,4.0
TOUR OPERATORS,ZIMBABWE,1.0
ANALGESICS,ITALY,2.0
EDUCATION DEPARTMENTS,GERMANY,1.0
BUDGET,NIGERIA,2.0
SPORTS & RECREATION EVENTS,UNITED STATES,91.0
POWER PLANTS,IRAQ,4.0
ECONOMIC POLICY,PARAGUAY,1.0
JAIL SENTENCING,TUNISIA,22.0
MAGISTRATES,EGYPT,2.0
SUSTAINABLE AGRICULTURE,MOROCCO,1.0
STATE DEPARTMENTS & FOREIGN SERVICES,AUSTRALIA,17.0
TEA,SINGAPORE,1.0
BOMBS & EXPLOSIVES,TURKEY,3.0
OIL & GAS INDUSTRY,AUSTRALIA,4.0
TALKS & MEETINGS,ASIA,7.0
RESEARCH,UNITED STATES,12.0
ANTIBIOTICS,VICTORIA AUSTRALIA,1.0
ECOLOGY & ENVIRONMENTAL SCIENCE,UNITED STATES,2.0
NATURAL GAS PIPELINES,ISRAEL,1.0
STADIUMS & ARENAS,THAILAND,1.0
EXTREME SPORTS,AUSTRALIA,3.0
GOVERNMENT BONDS,UNITED STATES,1.0
WAR & CONFLICT,SCOTLAND,2.0
TELEVISION DRAMAS,IRAQ,2.0
POPULATION SIZE,KOREA REPUBLIC OF,1.0
JURISDICTION,UNITED STATES,1.0
REFEREES & UMPIRES,UZBEKISTAN,1.0
POWER PLANTS,EGYPT,1.0
PRIMARY & SECONDARY EDUCATION,LONDON ENGLAND,1.0
TAX REFORM,UKRAINE,1.0
MERGERS & ACQUISITIONS,INDIA,6.0
LONG DISTANCE TELEPHONE SERVICE,SYRIA,1.0
SATELLITE TECHNOLOGY,RUSSIAN FEDERATION,1.0
SHIPBUILDING,EUROPE,1.0
RAP MUSIC,UNITED KINGDOM,1.0
RELIEF ORGANIZATIONS,EUROPE,1.0
LABOR FORCE,INDONESIA,1.0
RAMADAN,ISRAEL,3.0
INTERVIEWS,MOROCCO,1.0
WAR CRIMES,UNITED STATES,6.0
SEX OFFENSES,BAGHDAD IRAQ,1.0
CIVIL AVIATION,UNITED KINGDOM,4.0
VIDEO ON DEMAND,KENYA,1.0
TESTIMONY,YEMEN,2.0
HURRICANES,AFGHANISTAN,1.0
DESERTS,DUBAI UNITED ARAB EMIRATES,2.0
HEADS OF STATE & GOVERNMENT,SERBIA,4.0
PUBLISHING,KUWAIT,1.0
POVERTY & HOMELESSNESS,QUEENSLAND AUSTRALIA,2.0
OIL & GAS EXPORTS & IMPORTS,PARIS FRANCE,1.0
NOVELS & SHORT STORIES,PARIS FRANCE,2.0
DIPLOMATIC SERVICES,RUSSIAN FEDERATION,3.0
ANIMALS,UNITED ARAB EMIRATES,1.0
STATISTICS,TANZANIA UNITED REPUBLIC OF,2.0
HEADS OF STATE & GOVERNMENT,KAMPALA UGANDA,2.0
US DEMOCRATIC PARTY,BELARUS,1.0
RISK MANAGEMENT,ROMANIA,1.0
POLITICAL PARTIES,FRANCE,3.0
COMPUTER CHIPS,CHINA,4.0
SPORTS & RECREATION EVENTS,GHANA,8.0
SPORTS TAMPERING,ZIMBABWE,5.0
CREDIT DEFAULT SWAPS,ROMANIA,1.0
WAGES & SALARIES,SAUDI ARABIA,3.0
CLOCK & WATCH MFG,UNITED STATES,3.0
HOLOCAUST,TURKEY,1.0
BANK BRANCHES,TURKEY,1.0
CONTINUING EDUCATION,MALAYSIA,1.0
POLITICAL CORRUPTION,IRAN ISLAMIC REPUBLIC OF,1.0
SPORTS TEAM OWNERSHIP,AUSTRALIA,1.0
HOTELS & MOTELS,PUERTO RICO,1.0
PRICE CHANGES,YEMEN,4.0
TARIFFS & DUTIES,SOMALIA,2.0
TEST LABORATORIES,MAURITIUS,2.0
ELECTRIC POWER INDUSTRY,SAUDI ARABIA,4.0
EXECUTIVE MOVES,RWANDA,2.0
RACE & RACISM,JORDAN,1.0
TESTIMONY,TURKEY,1.0
RELIGION,GREECE,3.0
FOOD CHARITIES,FRANCE,1.0
MONETARY UNIONS,TUNISIA,1.0
TERRORISM,SYRIA,9.0
TOUR PACKAGES,KENYA,2.0
INSURANCE,QUEENSLAND AUSTRALIA,1.0
PARAMEDICS,DUBAI UNITED ARAB EMIRATES,4.0
CHILD SOLDIERS,ZIMBABWE,1.0
MINORITY BUSINESSES,UNITED STATES,1.0
SPORTS GOVERNING BODIES,IRELAND,1.0
PRIMARY & SECONDARY SCHOOL TEACHERS,SINGAPORE,1.0
GUILTY PLEAS,UNITED STATES,3.0
BROKER RECOMMENDATIONS,NORWAY,1.0
INTERVIEWS,HAITI,1.0
WEDDINGS & ENGAGEMENTS,UNITED KINGDOM,5.0
POPULATION SIZE,QATAR,1.0
INTERNATIONAL RELATIONS,KASHMIR,1.0
SKIN DISORDERS,BEIRUT LEBANON,1.0
LITIGATION,PALESTINIAN TERRITORY OCCUPIED,2.0
ARMED FORCES,BAGHDAD IRAQ,4.0
ATHLETES,SPAIN,4.0
TRAVELER SAFETY & SECURITY,IRAQ,5.0
INTELLIGENCE SERVICES,KASHMIR,1.0
BEER WINE & LIQUOR STORES,MOROCCO,2.0
DRAMA LITERATURE,JORDAN,1.0
TRENDS,ALGERIA,1.0
INWARD INVESTMENT,HAITI,4.0
ECONOMIC GROWTH,NIGERIA,2.0
CONSTITUTIONAL LAW,YEMEN,10.0
MECHANICAL ENGINEERING,LONDON ENGLAND,3.0
US PRESIDENTS,CONNECTICUT USA,4.0
MOBILE & CELLULAR COMMUNICATIONS,AFGHANISTAN,1.0
INVESTIGATIONS,NORTH AMERICA,1.0
HUMAN RIGHTS,IRAN ISLAMIC REPUBLIC OF,14.0
NAVIES,ANTARCTICA,1.0
US DEMOCRATIC PARTY,UNITED KINGDOM,1.0
ALTERNATIVE INVESTMENTS,MIDDLE EAST,3.0
BOMBS & EXPLOSIVES,MOROCCO,2.0
EXPLOSIVES,WALES,2.0
LAW FIRM MERGERS,EGYPT,1.0
SETTLEMENTS & DECISIONS,ETHIOPIA,1.0
INFANTS & TODDLERS,PENNSYLVANIA USA,1.0
WINTER OLYMPICS,AUSTRALIA,2.0
HUMAN RIGHTS VIOLATIONS,BAHRAIN,1.0
ENERGY MARKETS,CANADA,4.0
JOB CREATION,SPAIN,1.0
RIOTS,SCOTLAND,2.0
AIR CHARTER SERVICES,GENEVA SWITZERLAND,1.0
ECONOMIC DEVELOPMENT,QATAR,3.0
COLLEGES & UNIVERSITIES,TANZANIA UNITED REPUBLIC OF,2.0
ECONOMIC CONDITIONS,UNITED ARAB EMIRATES,3.0
KEYBOARD INSTRUMENTS,BEIRUT LEBANON,1.0
PRICE INCREASES,EARTH,1.0
PRISONS,UNITED ARAB EMIRATES,4.0
FILM,IRAN ISLAMIC REPUBLIC OF,1.0
PRICE CHANGES,FRANCE,2.0
CHRISTIANS & CHRISTIANITY,BEIRUT LEBANON,5.0
TORTURE,ISRAEL,4.0
GLOBAL POSITIONING SYSTEM,TAMPA FL USA,1.0
EMERGING MARKETS,TURKEY,4.0
ATTORNEYS GENERAL,PALESTINIAN TERRITORY OCCUPIED,4.0
ANTHRACITE MINING,UNITED STATES,1.0
NEW ISSUES,AUSTRALIA,1.0
MEN,HONG KONG,1.0
SETTLEMENTS & DECISIONS,INDIAN OCEAN,1.0
BOXING,DUBAI UNITED ARAB EMIRATES,2.0
EXECUTIVE MOVES,UKRAINE,1.0
WATER SPORTS,JORDAN,3.0
LAYOFFS,QUEENSLAND AUSTRALIA,1.0
PUBLIC FINANCE,SCOTLAND,1.0
CIVIL ENGINEERING,MALAYSIA,1.0
STADIUMS & ARENAS,BURUNDI,8.0
HUMANITIES & SOCIAL SCIENCE,SPAIN,1.0
AUTOMOBILE MFG,NORTHERN ASIA,1.0
EMBARGOES & SANCTIONS,SOUTH AFRICA,3.0
BRITISH PRIME MINISTERS,RUSSIAN FEDERATION,2.0
FLOODS & FLOODING,PAKISTAN,8.0
RESTAURANT REVIEWS,MOROCCO,1.0
GENETIC ENGINEERING,GERMANY,1.0
TERRORIST ORGANIZATIONS,CHINA,1.0
PROFILES & BIOGRAPHIES,YEMEN,1.0
TELECOMMUNICATIONS,NIGERIA,3.0
ANTHROPOLOGY & ARCHAEOLOGY,UNITED STATES,2.0
INTERNATIONAL ECONOMIC ORGANIZATIONS,UKRAINE,1.0
REAL ESTATE AGENTS,AFGHANISTAN,1.0
MUSLIMS & ISLAM,GULF STATES,2.0
DATA PROCESSING SERVICES,UNITED STATES,1.0
BIOMETRICS,QATAR,1.0
AIRLINES,MALAYSIA,2.0
BOARDS OF DIRECTORS,SAUDI ARABIA,1.0
STATE OWNED BUSINESSES,MALAYSIA,1.0
PETITIONS,CANADA,1.0
REFUGEES,SUDAN,24.0
SPACE & AERONAUTICS AGENCIES,TUNISIA,1.0
DELISTINGS,MALAYSIA,1.0
DIPLOMATIC SERVICES,LIBYAN ARAB JAMAHIRIYA,1.0
BED & BREAKFAST INNS,SPAIN,1.0
POLITICAL SCIENCE,PHILADELPHIA PA USA,1.0
SPORTS AWARDS,GAMBIA,2.0
HOMELESSNESS,EUROPEAN UNION MEMBER STATES,1.0
BEACHES,BRAZIL,2.0
INTERGOVERNMENTAL TALKS,SYRIA,20.0
RETIREMENT & RETIREES,EGYPT,1.0
NAVIES,PALESTINIAN TERRITORY OCCUPIED,1.0
MOBILE & CELLULAR COMMUNICATIONS,INDIA,1.0
INTERIM FINANCIAL RESULTS,HAITI,1.0
OIL EXTRACTION,IRAQ,10.0
SPECIAL OLYMPICS & PARALYMPICS,AUSTRALIA,3.0
WOUNDS & INJURIES,OKLAHOMA USA,1.0
INFLUENZA,JORDAN,5.0
DOCUMENTARY FILMS,MALDIVES,1.0
STADIUMS & ARENAS,MASSACHUSETTS USA,1.0
CONSUMER SPENDING & CREDIT,AUSTRALIA,2.0
SPORTS GOVERNING BODIES,ABU DHABI UNITED ARAB EMIRATES,7.0
TARIFFS & DUTIES,BERLIN GERMANY,2.0
ENERGY DEPARTMENTS,JAPAN,3.0
MUTUAL FUNDS,EUROPE,1.0
OPERA,UNITED STATES,3.0
PEACEKEEPING,FRANCE,1.0
ECONOMIC NEWS,PALESTINIAN TERRITORY OCCUPIED,2.0
PUBLIC FINANCE AGENCIES & TREASURIES,YEMEN,3.0
AIR CHARTER SERVICES,MIDDLE EAST,1.0
RESTAURANTS,CHILE,2.0
MILITARY SCHOOLS & ACADEMIES,AUSTRALIA,1.0
AIRPORT OPERATION,EGYPT,10.0
CLOTHING LABELS,CHINA,3.0
WEIGHTLIFTING,IRAQ,1.0
BUSINESS EDUCATION,TEXAS USA,2.0
PROFILES & BIOGRAPHIES,UNITED KINGDOM,6.0
APPROVALS,COTE D'IVOIRE,1.0
WAR ON TERROR,SAUDI ARABIA,3.0
DIETING,LONDON ENGLAND,1.0
BOXING,CHICAGO IL USA,1.0
MURDER,SYDNEY AUSTRALIA,1.0
DEVALUATION,AFRICA,4.0
STANDARDS & MEASUREMENTS,AFRICA,2.0
THEATER,LONDON ENGLAND,13.0
CANALS & WATERWAYS,CANADA,1.0
SPEECH THERAPY,LONDON ENGLAND,2.0
INVESTIGATIONS,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,1.0
BIOGRAPHICAL LITERATURE,FRANCE,1.0
INTERNATIONAL RELATIONS,PALESTINIAN TERRITORY OCCUPIED,58.0
ASSET FORFEITURE,CANADA,1.0
TERRORIST ORGANIZATIONS,DJIBOUTI,1.0
MECHANICAL ENGINEERING,AFGHANISTAN,2.0
HOMELESSNESS,SUDAN,1.0
TRAUMA CENTERS,AFGHANISTAN,1.0
CIVIL ENGINEERING,IRAQ,7.0
TRAFFIC ACCIDENTS,UNITED STATES,1.0
INTERGOVERNMENTAL TALKS,KOREA REPUBLIC OF,3.0
FOREIGN POLICY,PALESTINIAN TERRITORY OCCUPIED,9.0
INTERNATIONAL RELATIONS,LATVIA,1.0
REFEREES & UMPIRES,ALGERIA,1.0
PERSONNEL CHANGES,NORTH AMERICA,2.0
COUNTERFEITING,UNITED ARAB EMIRATES,1.0
JOB CREATION,HUNGARY,1.0
SPORTS,QUEENSLAND AUSTRALIA,7.0
AVIONICS,SAUDI ARABIA,1.0
RELIGION,BOSNIA & HERZEGOVINA,2.0
POLITICS,ALBANIA,4.0
LANGUAGE & LANGUAGES,UNITED STATES,7.0
ENGINEERING,MOROCCO,3.0
ISRAELI-PALESTINIAN CONFLICTS,PALESTINIAN TERRITORY OCCUPIED,30.0
HEADS OF STATE & GOVERNMENT,SWITZERLAND,3.0
SPORTS,CALIFORNIA USA,2.0
SPECIAL OLYMPICS & PARALYMPICS,NETHERLANDS,1.0
GRADUATE & PROFESSIONAL SCHOOLS,MOROCCO,1.0
INTERNATIONAL RELATIONS,CAIRO EGYPT,1.0
MUSLIMS & ISLAM,GREENLAND,1.0
MORTGAGE BROKERS,SRI LANKA,1.0
CURRENT ACCOUNT BALANCE,CHINA,1.0
PUBLIC DEFENDERS,TAMPA FL USA,1.0
ENGINEERING,ALGERIA,2.0
APPROVALS,RUSSIAN FEDERATION,1.0
ANNUAL REPORTS,UNITED STATES,2.0
BUDGET PLANNING & MANAGEMENT,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,1.0
UTILITY RATES,ASIA,1.0
PUBLIC TRANSPORTATION,MALAYSIA,1.0
HEALTH CARE POLICY,UKRAINE,2.0
AGRICULTURE DEPARTMENTS,BERLIN GERMANY,2.0
SUBSTANCE ABUSE,CALIFORNIA USA,1.0
RESTAURANTS,GALICIA SPAIN,1.0
CONTRACT AWARDS,PORTUGAL,1.0
FRUITS & VEGETABLES,WALES,1.0
RESTAURANTS,ZIMBABWE,1.0
JOURNALISM,IRAN ISLAMIC REPUBLIC OF,4.0
RELIEF ORGANIZATIONS,PAKISTAN,7.0
TELECOMMUNICATIONS EQUIPMENT,EGYPT,26.0
LETTERS & COMMENTS,AUSTRALIA,5.0
ARRESTS,PAKISTAN,3.0
EDITORIALS & OPINIONS,SYRIA,3.0
WAR ON TERROR,LEBANON,1.0
MONETARY UNIONS,NIGERIA,4.0
SPORTS & RECREATION,KENYA,12.0
RESIGNATIONS,ALBANIA,2.0
SOFT DRINKS,UNITED ARAB EMIRATES,2.0
US DOLLAR,MIDDLE EAST,3.0
LAW COURTS & TRIBUNALS,ARGENTINA,1.0
AGRONOMY,SYRIA,1.0
RETAILERS,ISRAEL,1.0
RADIO BROADCAST INDUSTRY,ARIZONA USA,1.0
PRESS CONFERENCES,NEW YORK USA,1.0
